name,asciiname,latitude,longitude,country code,admin1 code,population,elevation,timezone,admin1_name,daylight_saving,timezone_raw_offset
Santos,Santos,-23.96083,-46.33361,BR,27,411403,,America/Sao_Paulo,Sao Paulo,0,-3.0
Santo André,Santo Andre,-23.66389,-46.53833,BR,27,662373,,America/Sao_Paulo,Sao Paulo,0,-3.0
Santa Maria,Santa Maria,-29.68417,-53.80694,BR,23,249219,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Santa Luzia,Santa Luzia,-19.76972,-43.85139,BR,15,243503,,America/Sao_Paulo,Minas Gerais,0,-3.0
Santa Cruz do Sul,Santa Cruz do Sul,-29.7175,-52.42583,BR,23,106113,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Santa Bárbara d'Oeste,Santa Barbara d'Oeste,-22.75361,-47.41361,BR,27,188000,,America/Sao_Paulo,Sao Paulo,0,-3.0
Salvador,Salvador,-12.97111,-38.51083,BR,05,2711840,,America/Bahia,Bahia,0,-3.0
Rondonópolis,Rondonopolis,-16.47083,-54.63556,BR,14,152912,,America/Cuiaba,Mato Grosso,0,-4.0
Rio Verde,Rio Verde,-17.79806,-50.92806,BR,29,229651,,America/Sao_Paulo,Goias,0,-3.0
Rio Grande,Rio Grande,-32.035,-52.09861,BR,23,187838,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Rio de Janeiro,Rio de Janeiro,-22.90642,-43.18223,BR,21,6023699,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Rio das Ostras,Rio das Ostras,-22.52694,-41.945,BR,21,100000,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Rio Claro,Rio Claro,-22.41139,-47.56139,BR,27,180147,,America/Sao_Paulo,Sao Paulo,0,-3.0
Ribeirão Preto,Ribeirao Preto,-21.1775,-47.81028,BR,27,619746,,America/Sao_Paulo,Sao Paulo,0,-3.0
Ribeirão Pires,Ribeirao Pires,-23.71056,-46.41333,BR,27,111888,,America/Sao_Paulo,Sao Paulo,0,-3.0
Ribeirão das Neves,Ribeirao das Neves,-19.76694,-44.08667,BR,15,406802,,America/Sao_Paulo,Minas Gerais,0,-3.0
Resende,Resende,-22.46889,-44.44667,BR,21,111514,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Queimados,Queimados,-22.71611,-43.55528,BR,21,135741,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Presidente Prudente,Presidente Prudente,-22.12556,-51.38889,BR,27,209502,,America/Sao_Paulo,Sao Paulo,0,-3.0
Praia Grande,Praia Grande,-24.00583,-46.40278,BR,27,250027,,America/Sao_Paulo,Sao Paulo,0,-3.0
Pouso Alegre,Pouso Alegre,-22.23,-45.93639,BR,15,115201,,America/Sao_Paulo,Minas Gerais,0,-3.0
Porto Seguro,Porto Seguro,-16.44972,-39.06472,BR,05,123173,,America/Bahia,Bahia,0,-3.0
Porto Alegre,Porto Alegre,-30.03283,-51.23019,BR,23,1372741,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Ponta Grossa,Ponta Grossa,-25.095,-50.16194,BR,18,292177,,America/Sao_Paulo,Parana,0,-3.0
Poços de Caldas,Pocos de Caldas,-21.78778,-46.56139,BR,15,146588,,America/Sao_Paulo,Minas Gerais,0,-3.0
Poá,Poa,-23.52806,-46.34472,BR,27,107432,,America/Sao_Paulo,Sao Paulo,0,-3.0
Piracicaba,Piracicaba,-22.72528,-47.64917,BR,27,342209,,America/Sao_Paulo,Sao Paulo,0,-3.0
Pindamonhangaba,Pindamonhangaba,-22.92389,-45.46167,BR,27,132218,,America/Sao_Paulo,Sao Paulo,0,-3.0
Petrópolis,Petropolis,-22.505,-43.17861,BR,21,272691,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Pelotas,Pelotas,-31.76997,-52.34101,BR,23,320674,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Patos de Minas,Patos de Minas,-18.57889,-46.51806,BR,15,126234,,America/Sao_Paulo,Minas Gerais,0,-3.0
Passo Fundo,Passo Fundo,-28.26278,-52.40667,BR,23,179529,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Paranaguá,Paranagua,-25.51626,-48.52537,BR,18,141013,,America/Sao_Paulo,Parana,0,-3.0
Palhoça,Palhoca,-27.64528,-48.66778,BR,26,122423,,America/Sao_Paulo,Santa Catarina,0,-3.0
Osasco,Osasco,-23.5325,-46.79167,BR,27,677856,,America/Sao_Paulo,Sao Paulo,0,-3.0
Novo Hamburgo,Novo Hamburgo,-29.67833,-51.13056,BR,23,253841,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Nova Iguaçu,Nova Iguacu,-22.75917,-43.45111,BR,21,1002118,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Nova Friburgo,Nova Friburgo,-22.28194,-42.53111,BR,21,153361,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Nossa Senhora do Socorro,Nossa Senhora do Socorro,-10.855,-37.12611,BR,28,163993,,America/Maceio,Sergipe,0,-3.0
Niterói,Niteroi,-22.88333,-43.10361,BR,21,456456,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Nilópolis,Nilopolis,-22.8075,-43.41389,BR,21,147281,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Montes Claros,Montes Claros,-16.735,-43.86167,BR,15,332379,,America/Sao_Paulo,Minas Gerais,0,-3.0
Mogi Guaçu,Mogi Guacu,-22.3677,-46.94552,BR,27,128865,,America/Sao_Paulo,Sao Paulo,0,-3.0
Mogi das Cruzes,Mogi das Cruzes,-23.52278,-46.18833,BR,27,325746,,America/Sao_Paulo,Sao Paulo,0,-3.0
Mauá,Maua,-23.66778,-46.46139,BR,27,386069,,America/Sao_Paulo,Sao Paulo,0,-3.0
Maringá,Maringa,-23.42528,-51.93861,BR,18,311724,,America/Sao_Paulo,Parana,0,-3.0
Marília,Marilia,-22.21389,-49.94583,BR,27,212218,,America/Sao_Paulo,Sao Paulo,0,-3.0
Macaé,Macae,-22.38484,-41.78324,BR,21,143029,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Luziânia,Luziania,-16.2525,-47.95028,BR,29,143601,,America/Sao_Paulo,Goias,0,-3.0
Londrina,Londrina,-23.31028,-51.16278,BR,18,471832,,America/Sao_Paulo,Parana,0,-3.0
Linhares,Linhares,-19.39111,-40.07222,BR,08,105075,,America/Sao_Paulo,Espirito Santo,0,-3.0
Limeira,Limeira,-22.56472,-47.40167,BR,27,289665,,America/Sao_Paulo,Sao Paulo,0,-3.0
Lages,Lages,-27.81611,-50.32611,BR,26,164676,,America/Sao_Paulo,Santa Catarina,0,-3.0
Jundiaí,Jundiai,-23.18639,-46.88417,BR,27,321589,,America/Sao_Paulo,Sao Paulo,0,-3.0
Juiz de Fora,Juiz de Fora,-21.76417,-43.35028,BR,15,470193,,America/Sao_Paulo,Minas Gerais,0,-3.0
Joinville,Joinville,-26.30444,-48.84556,BR,26,461304,,America/Sao_Paulo,Santa Catarina,0,-3.0
Jequié,Jequie,-13.85875,-40.08512,BR,05,127475,,America/Bahia,Bahia,0,-3.0
Jaú,Jau,-22.29639,-48.55778,BR,27,119206,,America/Sao_Paulo,Sao Paulo,0,-3.0
Jaraguá do Sul,Jaragua do Sul,-26.48611,-49.06667,BR,26,130130,,America/Sao_Paulo,Santa Catarina,0,-3.0
Jandira,Jandira,-23.5275,-46.9025,BR,27,113605,,America/Sao_Paulo,Sao Paulo,0,-3.0
Jacareí,Jacarei,-23.30528,-45.96583,BR,27,213110,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itu,Itu,-23.26417,-47.29917,BR,27,137586,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itaquaquecetuba,Itaquaquecetuba,-23.48611,-46.34833,BR,27,336679,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itapevi,Itapevi,-23.54889,-46.93417,BR,27,201748,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itapetininga,Itapetininga,-23.59167,-48.05306,BR,27,126243,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itapecerica da Serra,Itapecerica da Serra,-23.71694,-46.84917,BR,27,151605,,America/Sao_Paulo,Sao Paulo,0,-3.0
Itajaí,Itajai,-26.90778,-48.66194,BR,26,155716,,America/Sao_Paulo,Santa Catarina,0,-3.0
Itaguaí,Itaguai,-22.85222,-43.77528,BR,21,100752,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Itabuna,Itabuna,-14.78556,-39.28028,BR,05,205660,,America/Bahia,Bahia,0,-3.0
Itaboraí,Itaborai,-22.74444,-42.85944,BR,21,182498,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Ipatinga,Ipatinga,-19.46833,-42.53667,BR,15,228746,,America/Sao_Paulo,Minas Gerais,0,-3.0
Indaiatuba,Indaiatuba,-23.08842,-47.2119,BR,27,179911,,America/Sao_Paulo,Sao Paulo,0,-3.0
Ilhéus,Ilheus,-14.79364,-39.03949,BR,05,155499,,America/Bahia,Bahia,0,-3.0
Ibirité,Ibirite,-20.02194,-44.05889,BR,15,141374,,America/Sao_Paulo,Minas Gerais,0,-3.0
Hortolândia,Hortolandia,-22.85833,-47.22,BR,27,203533,,America/Sao_Paulo,Sao Paulo,0,-3.0
Guarulhos,Guarulhos,-23.46278,-46.53333,BR,27,1169577,,America/Sao_Paulo,Sao Paulo,0,-3.0
Guarujá,Guaruja,-23.99306,-46.25639,BR,27,310424,,America/Sao_Paulo,Sao Paulo,0,-3.0
Guaratinguetá,Guaratingueta,-22.81639,-45.1925,BR,27,105880,,America/Sao_Paulo,Sao Paulo,0,-3.0
Guarapuava,Guarapuava,-25.39048,-51.46541,BR,18,150850,,America/Sao_Paulo,Parana,0,-3.0
Guarapari,Guarapari,-20.67182,-40.50196,BR,08,100925,,America/Sao_Paulo,Espirito Santo,0,-3.0
Gravataí,Gravatai,-29.94218,-50.99278,BR,23,238778,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Governador Valadares,Governador Valadares,-18.85111,-41.94944,BR,15,250878,,America/Sao_Paulo,Minas Gerais,0,-3.0
Goiânia,Goiania,-16.67861,-49.25389,BR,29,1171195,,America/Sao_Paulo,Goias,0,-3.0
Franco da Rocha,Franco da Rocha,-23.32167,-46.72694,BR,27,108858,,America/Sao_Paulo,Sao Paulo,0,-3.0
Francisco Morato,Francisco Morato,-23.28167,-46.74528,BR,27,171790,,America/Sao_Paulo,Sao Paulo,0,-3.0
Franca,Franca,-20.53861,-47.40083,BR,27,305041,,America/Sao_Paulo,Sao Paulo,0,-3.0
Foz do Iguaçu,Foz do Iguacu,-25.54778,-54.58806,BR,18,293523,,America/Sao_Paulo,Parana,0,-3.0
Florianópolis,Florianopolis,-27.59667,-48.54917,BR,26,412724,,America/Sao_Paulo,Santa Catarina,0,-3.0
Ferraz de Vasconcelos,Ferraz de Vasconcelos,-23.54083,-46.36861,BR,27,167900,,America/Sao_Paulo,Sao Paulo,0,-3.0
Feira de Santana,Feira de Santana,-12.26667,-38.96667,BR,05,481911,,America/Bahia,Bahia,0,-3.0
Eunápolis,Eunapolis,-16.3775,-39.58028,BR,05,114275,,America/Bahia,Bahia,0,-3.0
Esmeraldas,Esmeraldas,-19.7625,-44.31389,BR,15,103206,,America/Sao_Paulo,Minas Gerais,0,-3.0
Embu,Embu,-23.64889,-46.85222,BR,27,221733,,America/Sao_Paulo,Sao Paulo,0,-3.0
Duque de Caxias,Duque de Caxias,-22.78556,-43.31167,BR,21,818329,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Dourados,Dourados,-22.22111,-54.80556,BR,11,162202,,America/Campo_Grande,Mato Grosso do Sul,0,-4.0
Divinópolis,Divinopolis,-20.14355,-44.89065,BR,15,193832,,America/Sao_Paulo,Minas Gerais,0,-3.0
Diadema,Diadema,-23.68611,-46.62278,BR,27,390633,,America/Sao_Paulo,Sao Paulo,0,-3.0
Curitiba,Curitiba,-25.42778,-49.27306,BR,18,1718421,,America/Sao_Paulo,Parana,0,-3.0
Cuiabá,Cuiaba,-15.59611,-56.09667,BR,14,521934,,America/Cuiaba,Mato Grosso,0,-4.0
Cubatão,Cubatao,-23.895,-46.42528,BR,27,118410,,America/Sao_Paulo,Sao Paulo,0,-3.0
Criciúma,Criciuma,-28.6775,-49.36972,BR,26,161954,,America/Sao_Paulo,Santa Catarina,0,-3.0
Cotia,Cotia,-23.60389,-46.91917,BR,27,174828,,America/Sao_Paulo,Sao Paulo,0,-3.0
Coronel Fabriciano,Coronel Fabriciano,-19.51861,-42.62889,BR,15,100916,,America/Sao_Paulo,Minas Gerais,0,-3.0
Contagem,Contagem,-19.93167,-44.05361,BR,15,627123,,America/Sao_Paulo,Minas Gerais,0,-3.0
Conselheiro Lafaiete,Conselheiro Lafaiete,-20.66028,-43.78611,BR,15,111596,,America/Sao_Paulo,Minas Gerais,0,-3.0
Colombo,Colombo,-25.29167,-49.22417,BR,18,217000,,America/Sao_Paulo,Parana,0,-3.0
Colatina,Colatina,-19.53944,-40.63056,BR,08,101190,,America/Sao_Paulo,Espirito Santo,0,-3.0
Chapecó,Chapeco,-27.09639,-52.61833,BR,26,160157,,America/Sao_Paulo,Santa Catarina,0,-3.0
Caxias do Sul,Caxias do Sul,-29.16806,-51.17944,BR,23,381270,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Catanduva,Catanduva,-21.13778,-48.97278,BR,27,109612,,America/Sao_Paulo,Sao Paulo,0,-3.0
Cascavel,Cascavel,-24.95583,-53.45528,BR,18,257172,,America/Sao_Paulo,Parana,0,-3.0
Carapicuíba,Carapicuiba,-23.52272,-46.835,BR,27,361112,,America/Sao_Paulo,Sao Paulo,0,-3.0
Canoas,Canoas,-29.91778,-51.18361,BR,23,328291,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Campos dos Goytacazes,Campos dos Goytacazes,-21.75227,-41.33044,BR,21,387417,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Campo Grande,Campo Grande,-20.44278,-54.64639,BR,11,729151,,America/Campo_Grande,Mato Grosso do Sul,0,-4.0
Campinas,Campinas,-22.90556,-47.06083,BR,27,1031554,,America/Sao_Paulo,Sao Paulo,0,-3.0
Camaçari,Camacari,-12.6975,-38.32417,BR,05,188758,,America/Bahia,Bahia,0,-3.0
Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,-20.84889,-41.11278,BR,08,187019,,America/Sao_Paulo,Espirito Santo,0,-3.0
Cachoeirinha,Cachoeirinha,-29.95111,-51.09389,BR,23,121084,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Cabo Frio,Cabo Frio,-22.88717,-42.02622,BR,21,108239,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Brasília,Brasilia,-15.77972,-47.92972,BR,07,2207718,,America/Sao_Paulo,Federal District,0,-3.0
Bragança Paulista,Braganca Paulista,-22.9527,-46.54418,BR,27,125096,,America/Sao_Paulo,Sao Paulo,0,-3.0
Botucatu,Botucatu,-22.88583,-48.445,BR,27,113862,,America/Sao_Paulo,Sao Paulo,0,-3.0
Blumenau,Blumenau,-26.91944,-49.06611,BR,26,293949,,America/Sao_Paulo,Santa Catarina,0,-3.0
Birigui,Birigui,-21.28861,-50.34,BR,27,102277,,America/Sao_Paulo,Sao Paulo,0,-3.0
Betim,Betim,-19.96778,-44.19833,BR,15,384000,,America/Sao_Paulo,Minas Gerais,0,-3.0
Belo Horizonte,Belo Horizonte,-19.92083,-43.93778,BR,15,2373224,888,America/Sao_Paulo,Minas Gerais,0,-3.0
Belford Roxo,Belford Roxo,-22.76417,-43.39944,BR,21,466096,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Bauru,Bauru,-22.31472,-49.06056,BR,27,335024,,America/Sao_Paulo,Sao Paulo,0,-3.0
Barueri,Barueri,-23.51056,-46.87611,BR,27,251994,,America/Sao_Paulo,Sao Paulo,0,-3.0
Barretos,Barretos,-20.55722,-48.56778,BR,27,101220,,America/Sao_Paulo,Sao Paulo,0,-3.0
Barreiras,Barreiras,-12.15278,-44.99,BR,05,158292,,America/Bahia,Bahia,0,-3.0
Barra Mansa,Barra Mansa,-22.54417,-44.17139,BR,21,164052,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Barbacena,Barbacena,-21.22583,-43.77361,BR,15,122211,,America/Sao_Paulo,Minas Gerais,0,-3.0
Atibaia,Atibaia,-23.11694,-46.55028,BR,27,110968,,America/Sao_Paulo,Sao Paulo,0,-3.0
Assis,Assis,-22.66167,-50.41222,BR,27,101597,546,America/Sao_Paulo,Sao Paulo,0,-3.0
Araucária,Araucaria,-25.59306,-49.41028,BR,18,111302,,America/Sao_Paulo,Parana,0,-3.0
Araruama,Araruama,-22.87278,-42.34306,BR,21,109637,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Araras,Araras,-22.35694,-47.38417,BR,27,107463,,America/Sao_Paulo,Sao Paulo,0,-3.0
Araraquara,Araraquara,-21.79444,-48.17556,BR,27,168468,,America/Sao_Paulo,Sao Paulo,0,-3.0
Araçatuba,Aracatuba,-21.20889,-50.43278,BR,27,170024,,America/Sao_Paulo,Sao Paulo,0,-3.0
Aracaju,Aracaju,-10.91111,-37.07167,BR,28,490175,,America/Maceio,Sergipe,0,-3.0
Apucarana,Apucarana,-23.55083,-51.46083,BR,18,107085,,America/Sao_Paulo,Parana,0,-3.0
Angra dos Reis,Angra dos Reis,-23.00667,-44.31806,BR,21,153635,,America/Sao_Paulo,Rio de Janeiro,0,-3.0
Anápolis,Anapolis,-16.32667,-48.95278,BR,29,319587,,America/Sao_Paulo,Goias,0,-3.0
Americana,Americana,-22.73917,-47.33139,BR,27,196022,,America/Sao_Paulo,Sao Paulo,0,-3.0
Alagoinhas,Alagoinhas,-12.13556,-38.41917,BR,05,122688,,America/Bahia,Bahia,0,-3.0
Guaíba,Guaiba,-30.11389,-51.325,BR,23,101024,,America/Sao_Paulo,Rio Grande do Sul,0,-3.0
Palmas,Palmas,-10.16745,-48.32766,BR,31,196272,,America/Araguaina,Tocantins,0,-3.0
Rio Branco,Rio Branco,-9.97472,-67.81,BR,01,257642,,America/Rio_Branco,Acre,0,-5.0
Porto Velho,Porto Velho,-8.76194,-63.90389,BR,24,306180,,America/Porto_Velho,Rondonia,0,-4.0
Manaus,Manaus,-3.10194,-60.025,BR,04,1598210,,America/Manaus,Amazonas,0,-4.0
Boa Vista,Boa Vista,2.81972,-60.67333,BR,25,235150,,America/Boa_Vista,Roraima,0,-4.0
Ji Paraná,Ji Parana,-10.88528,-61.95167,BR,24,107697,,America/Porto_Velho,Rondonia,0,-4.0
Aparecida de Goiânia,Aparecida de Goiania,-16.82333,-49.24389,BR,29,510770,,America/Sao_Paulo,Goias,0,-3.0
Jaboatão dos Guararapes,Jaboatao dos Guararapes,-8.11278,-35.01472,BR,30,630008,,America/Recife,Pernambuco,0,-3.0
Lauro de Freitas,Lauro de Freitas,-12.89444,-38.32722,BR,05,141280,,America/Bahia,Bahia,0,-3.0
Parauapebas,Parauapebas,-6.0675,-49.90222,BR,16,196259,,America/Belem,Para,0,-3.0
Pinhais,Pinhais,-25.44472,-49.1925,BR,18,117000,,America/Sao_Paulo,Parana,0,-3.0
Simões Filho,Simoes Filho,-12.78444,-38.40389,BR,05,116662,,America/Bahia,Bahia,0,-3.0
Sinop,Sinop,-11.86417,-55.5025,BR,14,116013,,America/Cuiaba,Mato Grosso,0,-4.0
Planaltina,Planaltina,-15.61791,-47.64874,BR,07,189412,1000,America/Sao_Paulo,Federal District,0,-3.0
Nassau,Nassau,25.05823,-77.34306,BS,23,227940,,America/Nassau,New Providence,1,-5.0
Gaborone,Gaborone,-24.65451,25.90859,BW,14,208411,,Africa/Gaborone,Gaborone,0,2.0
Vitebsk,Vitebsk,55.1904,30.2049,BY,07,342700,,Europe/Minsk,Vitebsk,0,3.0
Salihorsk,Salihorsk,52.7876,27.5415,BY,05,101614,,Europe/Minsk,Minsk,0,3.0
Pinsk,Pinsk,52.1229,26.0951,BY,01,130777,,Europe/Minsk,Brest,0,3.0
Orsha,Orsha,54.5081,30.4172,BY,07,125347,,Europe/Minsk,Vitebsk,0,3.0
Navapolatsk,Navapolatsk,55.5318,28.5987,BY,07,100885,,Europe/Minsk,Vitebsk,0,3.0
Minsk,Minsk,53.9,27.56667,BY,04,1742124,,Europe/Minsk,Minsk City,0,3.0
Mazyr,Mazyr,52.0495,29.2456,BY,02,112137,,Europe/Minsk,Gomel Oblast,0,3.0
Maladziečna,Maladziecna,54.3167,26.854,BY,05,101300,,Europe/Minsk,Minsk,0,3.0
Mahilyow,Mahilyow,53.9168,30.3449,BY,06,369200,,Europe/Minsk,Mogilev,0,3.0
Hrodna,Hrodna,53.6884,23.8258,BY,03,317365,,Europe/Minsk,Grodnenskaya,0,3.0
Homyel',Homyel',52.4345,30.9754,BY,02,480951,,Europe/Minsk,Gomel Oblast,0,3.0
Brest,Brest,52.09755,23.68775,BY,01,300715,,Europe/Minsk,Brest,0,3.0
Barysaw,Barysaw,54.2279,28.505,BY,05,143919,,Europe/Minsk,Minsk,0,3.0
Baranovichi,Baranovichi,53.1327,26.0139,BY,01,168772,,Europe/Minsk,Brest,0,3.0
Babruysk,Babruysk,53.1384,29.2214,BY,06,220517,,Europe/Minsk,Mogilev,0,3.0
Abbotsford,Abbotsford,49.05798,-122.25257,CA,02,151683,,America/Vancouver,British Columbia,1,-8.0
Barrie,Barrie,44.40011,-79.66634,CA,08,182041,,America/Toronto,Ontario,1,-5.0
Brampton,Brampton,43.68341,-79.76633,CA,08,433806,,America/Toronto,Ontario,1,-5.0
Burlington,Burlington,43.38621,-79.83713,CA,08,164415,,America/Toronto,Ontario,1,-5.0
Burnaby,Burnaby,49.26636,-122.95263,CA,02,202799,,America/Vancouver,British Columbia,1,-8.0
Calgary,Calgary,51.05011,-114.08529,CA,01,1019942,1048,America/Edmonton,Alberta,1,-7.0
Cambridge,Cambridge,43.3601,-80.31269,CA,08,120372,,America/Toronto,Ontario,1,-5.0
Coquitlam,Coquitlam,49.2846,-122.78217,CA,02,140000,,America/Vancouver,British Columbia,1,-8.0
Dartmouth,Dartmouth,44.67134,-63.57719,CA,07,101343,,America/Halifax,Nova Scotia,1,-4.0
Delta,Delta,49.14399,-122.9068,CA,02,101668,,America/Vancouver,British Columbia,1,-8.0
Edmonton,Edmonton,53.55014,-113.46871,CA,01,712391,668,America/Edmonton,Alberta,1,-7.0
Gatineau,Gatineau,45.47723,-75.70164,CA,10,242124,,America/Toronto,Quebec,1,-5.0
Greater Sudbury,Greater Sudbury,46.49,-80.99001,CA,08,157857,,America/Toronto,Ontario,1,-5.0
Guelph,Guelph,43.54594,-80.25599,CA,08,115760,,America/Toronto,Ontario,1,-5.0
Hamilton,Hamilton,43.25011,-79.84963,CA,08,519949,,America/Toronto,Ontario,1,-5.0
Kelowna,Kelowna,49.88307,-119.48568,CA,02,125109,,America/Vancouver,British Columbia,1,-8.0
Kingston,Kingston,44.22976,-76.48098,CA,08,114195,70,America/Toronto,Ontario,1,-5.0
Kitchener,Kitchener,43.42537,-80.5112,CA,08,233700,,America/Toronto,Ontario,1,-5.0
Laval,Laval,45.56995,-73.692,CA,10,376845,,America/Toronto,Quebec,1,-5.0
London,London,42.98339,-81.23304,CA,08,346765,,America/Toronto,Ontario,1,-5.0
Longueuil,Longueuil,45.53121,-73.51806,CA,10,229330,,America/Toronto,Quebec,1,-5.0
Markham,Markham,43.86682,-79.2663,CA,08,261573,,America/Toronto,Ontario,1,-5.0
Milton,Milton,43.51681,-79.88294,CA,08,101715,195,America/Toronto,Ontario,1,-5.0
Mississauga,Mississauga,43.5789,-79.6583,CA,08,668549,,America/Toronto,Ontario,1,-5.0
Moncton,Moncton,46.09454,-64.7965,CA,04,108620,,America/Moncton,New Brunswick,1,-4.0
Montréal,Montreal,45.50884,-73.58781,CA,10,1600000,,America/Toronto,Quebec,1,-5.0
Nepean,Nepean,45.33619,-75.7225,CA,08,180000,,America/Toronto,Ontario,1,-5.0
Oakville,Oakville,43.45011,-79.68292,CA,08,165697,,America/Toronto,Ontario,1,-5.0
Oshawa,Oshawa,43.90012,-78.84957,CA,08,308875,,America/Toronto,Ontario,1,-5.0
Ottawa,Ottawa,45.41117,-75.69812,CA,08,812129,,America/Toronto,Ontario,1,-5.0
Regina,Regina,50.45008,-104.6178,CA,11,176183,,America/Regina,Saskatchewan,0,-6.0
Richmond,Richmond,49.17003,-123.13683,CA,02,182000,,America/Vancouver,British Columbia,1,-8.0
Richmond Hill,Richmond Hill,43.87111,-79.43725,CA,08,185541,,America/Toronto,Ontario,1,-5.0
Saguenay,Saguenay,48.41675,-71.06573,CA,10,143692,,America/Toronto,Quebec,1,-5.0
Saskatoon,Saskatoon,52.13238,-106.66892,CA,11,198958,,America/Regina,Saskatchewan,0,-6.0
Sherbrooke,Sherbrooke,45.40008,-71.89908,CA,10,129447,,America/Toronto,Quebec,1,-5.0
St. Catharines,St. Catharines,43.17126,-79.24267,CA,08,131989,,America/Toronto,Ontario,1,-5.0
Surrey,Surrey,49.10635,-122.82509,CA,02,394976,,America/Vancouver,British Columbia,1,-8.0
Toronto,Toronto,43.70011,-79.4163,CA,08,2600000,,America/Toronto,Ontario,1,-5.0
Trois-Rivières,Trois-Rivieres,46.34515,-72.5477,CA,10,119693,,America/Toronto,Quebec,1,-5.0
Vancouver,Vancouver,49.24966,-123.11934,CA,02,600000,,America/Vancouver,British Columbia,1,-8.0
Vaughan,Vaughan,43.8361,-79.49827,CA,08,238866,,America/Toronto,Ontario,1,-5.0
Victoria,Victoria,48.4359,-123.35155,CA,02,289625,,America/Vancouver,British Columbia,1,-8.0
Windsor,Windsor,42.30008,-83.01654,CA,08,278013,,America/Toronto,Ontario,1,-5.0
Winnipeg,Winnipeg,49.8844,-97.14704,CA,03,632063,,America/Winnipeg,Manitoba,1,-6.0
Halifax,Halifax,44.6464,-63.57291,CA,07,359111,,America/Halifax,Nova Scotia,1,-4.0
Québec,Quebec,46.81228,-71.21454,CA,10,528595,,America/Toronto,Quebec,1,-5.0
Lévis,Levis,46.80326,-71.17793,CA,10,126396,,America/Blanc-Sablon,Quebec,0,-4.0
Sydney,Sydney,46.1351,-60.1831,CA,07,105968,,America/Glace_Bay,Nova Scotia,1,-4.0
Okanagan,Okanagan,50.36386,-119.34997,CA,02,297601,,America/Vancouver,British Columbia,1,-8.0
Ladner,Ladner,49.08938,-123.08241,CA,02,200000,1,America/Vancouver,British Columbia,1,-8.0
Uvira,Uvira,-3.39534,29.13779,CD,12,170391,,Africa/Lubumbashi,South Kivu,0,2.0
Tshikapa,Tshikapa,-6.41621,20.79995,CD,18,267462,,Africa/Lubumbashi,Kasai,0,2.0
Mwene-Ditu,Mwene-Ditu,-7.00906,23.45278,CD,21,189177,,Africa/Lubumbashi,Lomami,0,2.0
Mbuji-Mayi,Mbuji-Mayi,-6.13603,23.58979,CD,04,874761,,Africa/Lubumbashi,Kasai-Oriental,0,2.0
Kisangani,Kisangani,0.51528,25.19099,CD,30,539158,,Africa/Lubumbashi,Tshopo,0,2.0
Kindu,Kindu,-2.94373,25.92237,CD,10,135698,,Africa/Lubumbashi,Maniema,0,2.0
Kananga,Kananga,-5.89624,22.41659,CD,23,463546,,Africa/Lubumbashi,Kasai-Central,0,2.0
Kalemie,Kalemie,-5.94749,29.19471,CD,29,146974,,Africa/Lubumbashi,Tanganyika,0,2.0
Isiro,Isiro,2.77391,27.61603,CD,16,127076,,Africa/Lubumbashi,Haut-Uele,0,2.0
Ilebo,Ilebo,-4.33111,20.58638,CD,18,107093,,Africa/Lubumbashi,Kasai,0,2.0
Goma,Goma,-1.67409,29.22845,CD,11,144124,,Africa/Lubumbashi,Nord Kivu,0,2.0
