Feature_Name,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Feature_Type_Code,Origin,
"Lexell","Lexell","Moon",63.7,-35.78,355.73,AA,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell A","Lexell A","Moon",33.59,-36.92,358.61,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell B","Lexell B","Moon",21.63,-37.27,356.59,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell D","Lexell D","Moon",18.47,-36.18,359.25,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell E","Lexell E","Moon",13,-37.23,359.58,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell F","Lexell F","Moon",7.46,-36.56,354.62,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell G","Lexell G","Moon",9.26,-37.3,355.06,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell H","Lexell H","Moon",8.98,-36.58,355.12,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell K","Lexell K","Moon",10.39,-35.98,353.52,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexell L","Lexell L","Moon",7.18,-36.04,353.88,SF,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Lexington","Lexington","Mars",5.17,21.81,311.37,AA,"American colonial town (Massachusetts).",
"Ley","Ley","Moon",81.05,42.11,154.84,AA,"Willy; German-American rocketry scientist (1906-1969).",
"Leylie","Leylie","Eros",1.9,-3,336.5,AA,"Majnoon's lover in ""Leylie and Majnoon"" poems by Jami and Navoi (Khorasan, 1480s).",
"Leyster","Leyster","Venus",45.8,1,260,AA,"Judith; Dutch painter (1609-1660).",
"Leza","Leza","Rhea",0,-21.8,50.8,AA,"Tonga originator of the conditions of life.",
"Lhagva","Lhagva","Venus",7.9,-75.8,300.1,AA,"Mongolian first name.",
"Lhamo Tessera","Lhamo Tessera","Venus",800,-51,15,TE,"Tibetan time and fate goddess.",
"Liais","Liais","Mars",122.78,-75.3,106.93,AA,"Emmanuel; French astronomer (1826-1900).",
"Liang K'ai","Liang K ai","Mercury",145,-39.89,175.84,AA,"Chinese painter (c. 1140-1210).",
"Liban Farra","Liban Farra","Venus",100,-23.9,353.5,FR,"Irish water goddess.",
"Libby Patera","Libby Patera","Venus",90,-34.5,199.5,PE,"Leona Woods Marshall; American chemist and physicist (1919-1986).",
"Liber","Liber","Ceres",23,42.56,37.8,AA,"Roman god of agriculture.",
"Libera Corona","Libera Corona","Venus",350,12.5,24,CR,"Roman fertility goddess.",
"Liberalia Mons","Liberalia Mons","Ceres",90,6.02,311.01,MO,"Ancient Roman festival to honor Liber and Libera, deities of the vine, worshiped, along with Ceres as fertility gods, held on March 17.",
"Liberta","Liberta","Mars",25.1,35.23,304.55,AA,"Town in Antigua and Barbuda.",
"Libertad","Libertad","Mars",31.19,23.06,330.59,AA,"Town in Venezuela.",
"Libuše Planitia","Libuse Planitia","Venus",1200,60,290,PL,"Czech tales heroine, wiser of three sisters.",
"Libya","Libya","Mars",0,0,90,AL,"Area from W. Egypt to greater Syrtis.",
"Libya Linea","Libya Linea","Europa",366,-54,179,LI,"Greek; Agenor's mother.",
"Libya Montes","Libya Montes","Mars",1043.63,1.44,88.23,MO,"Classical albedo feature name.",
"Licetus","Licetus","Moon",75.42,-47.19,6.54,AA,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus A","Licetus A","Moon",8.1,-47.85,3.2,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus B","Licetus B","Moon",11.75,-46.5,4.83,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus C","Licetus C","Moon",10.31,-47.56,5.53,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus D","Licetus D","Moon",5.21,-47.99,4.4,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus E","Licetus E","Moon",18.76,-44.62,1.84,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus F","Licetus F","Moon",28.89,-46.07,0.94,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus G","Licetus G","Moon",10.42,-43.85,1.87,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus H","Licetus H","Moon",10.34,-45.98,3.11,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus J","Licetus J","Moon",10.36,-44.27,3.11,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus K","Licetus K","Moon",5.55,-45.59,359.99,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus L","Licetus L","Moon",4.15,-47.3,1.05,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus M","Licetus M","Moon",8.69,-46.84,1.85,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus N","Licetus N","Moon",7.92,-45.57,2.21,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus P","Licetus P","Moon",20.18,-47.7,2.27,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus Q","Licetus Q","Moon",8.25,-47.25,9.68,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus R","Licetus R","Moon",6.39,-45.29,3.84,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus S","Licetus S","Moon",10.43,-45.28,8.17,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus T","Licetus T","Moon",7.33,-45.89,6.61,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus U","Licetus U","Moon",6.56,-47.03,7.44,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Licetus W","Licetus W","Moon",7.21,-45.99,8.5,SF,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Li Ch'ing-Chao","Li Ch ing Chao","Mercury",69,-77.96,288.83,AA,"Chinese poet (1081-c. 1141).",
"Lichtenberg","Lichtenberg","Moon",19.53,31.85,292.28,AA,"Georg Christoph; German physicist (1742-1799).",
"Lichtenberg A","Lichtenberg A","Moon",6.87,28.97,299.89,SF,"Georg Christoph; German physicist (1742-1799).",
"Lichtenberg B","Lichtenberg B","Moon",4.86,33.25,298.48,SF,"Georg Christoph; German physicist (1742-1799).",
"Lichtenberg F","Lichtenberg F","Moon",5.19,33.19,294.55,SF,"Georg Christoph; German physicist (1742-1799).",
"Lichtenberg H","Lichtenberg H","Moon",4.18,31.52,301.1,SF,"Georg Christoph; German physicist (1742-1799).",
"Lichtenberg R","Lichtenberg R","Moon",30.26,34.58,289.94,SF,"Georg Christoph; German physicist (1742-1799).",
"Licinia","Licinia","Vesta",24.05,23.34,167.35,AA,"Roman vestal virgin (c. 140-113 B.C.).",
"Lick","Lick","Moon",31.63,12.36,52.84,AA,"James; American benefactor (1796-1876). ",
"Lick A","Lick A","Moon",24.4,11.48,52.84,SF,"James; American benefactor (1796-1876). ",
"Lick B","Lick B","Moon",21.16,11.14,51.41,SF,"James; American benefactor (1796-1876). ",
"Lick C","Lick C","Moon",8.28,11.48,51.92,SF,"James; American benefactor (1796-1876). ",
"Lick E","Lick E","Moon",7.82,10.62,50.65,SF,"James; American benefactor (1796-1876). ",
"Lick F","Lick F","Moon",22.14,10.04,50.06,SF,"James; American benefactor (1796-1876).",
"Lick G","Lick G","Moon",4.78,10.07,50.92,SF,"James; American benefactor (1796-1876). ",
"Lick K","Lick K","Moon",4.79,10.17,52.79,SF,"James; American benefactor (1796-1876). ",
"Lick L","Lick L","Moon",5.91,8.72,49.1,SF,"James; American benefactor (1796-1876). ",
"Lick N","Lick N","Moon",23.51,9.67,47.9,SF,"James; American benefactor (1796-1876). ",
"Licus Vallis","Licus Vallis","Mars",240,-3.05,126.35,VA,"Ancient name for modern Lech River, France.",
"Lida","Lida","Venus",20.3,36.6,273.9,AA,"Russian first name.",
"Liebig","Liebig","Moon",38.96,-24.35,311.7,AA,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig A","Liebig A","Moon",11.09,-24.28,312.25,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig B","Liebig B","Moon",8.7,-25.01,312.85,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig F","Liebig F","Moon",8.5,-24.67,314.22,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig G","Liebig G","Moon",20.18,-26.14,314.17,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig H","Liebig H","Moon",10.32,-26.32,312.59,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Liebig J","Liebig J","Moon",3.62,-24.83,314.87,SF,"Justus, Baron von Liebig; German chemist (1803-1873).",
"Li Fan","Li Fan","Mars",105.58,-46.88,206.94,AA,"Chinese astronomer (c. A.D. 85).",
"Ligeia Mare","Ligeia Mare","Titan",500,79.7,112.1,ME,"One of the sirens in Greek mythology.",
"Liger","Liger","Dione",53,24,233.37,AA,"Soldier of Turnus, brother of Lucagus.  ",
"Light Mantle","Light Mantle","Moon",4.58,20.16,30.53,LF,"Astronaut-named feature, Apollo 17 site.",
"Ligoupup","Ligoupup","Rhea",78.8,-14.5,313.8,AA,"Micronesian (Truk/Chuuk Island, Caroline Islands) earth goddess, created the world together with her husband Anulap, a god of magic and knowledge.       ",
"Liguria","Liguria","Mercury",0,45,135,AL,"Albedo name for H-4, Raditladi region.",
"Likho Tesserae","Likho Tesserae","Venus",1200,40,134,TE,"E. Slavic deity of bad fate.",
"Lilian","Lilian","Venus",13.5,25.6,336,AA,"First name from Hebrew.",
"Lilius","Lilius","Moon",61.18,-54.6,6.09,AA,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius A","Lilius A","Moon",38.53,-55.43,8.78,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius B","Lilius B","Moon",29.32,-53.02,3.76,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius C","Lilius C","Moon",35.13,-54.42,3.25,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius D","Lilius D","Moon",58.78,-50.57,2.95,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius E","Lilius E","Moon",38.35,-50.26,2.86,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius F","Lilius F","Moon",40.39,-49.38,1.55,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius G","Lilius G","Moon",6.22,-50.14,0.66,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius H","Lilius H","Moon",7.81,-50.55,0.75,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius J","Lilius J","Moon",12.03,-56.4,1.71,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius K","Lilius K","Moon",22.53,-53.63,2.15,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius L","Lilius L","Moon",6.33,-54.94,2.4,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius M","Lilius M","Moon",9.25,-56.29,2.81,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius N","Lilius N","Moon",4.53,-49.05,2.7,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius O","Lilius O","Moon",6.54,-55.5,3.54,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius P","Lilius P","Moon",3.52,-55.97,3.77,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius R","Lilius R","Moon",9.35,-54.7,4.31,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius S","Lilius S","Moon",16.52,-52.8,5.82,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius T","Lilius T","Moon",5,-55.94,7.4,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius U","Lilius U","Moon",7.64,-53.6,7.58,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius W","Lilius W","Moon",8.77,-53.81,8.33,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Lilius X","Lilius X","Moon",4.07,-53.63,9.84,SF,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Liliya","Liliya","Venus",15,30.2,31.1,AA,"Russian first name.",
"Lilwani Corona","Lilwani Corona","Venus",500,-29.5,271.5,CR,"Hittite earth goddess.",
"Limtoc","Limtoc","Phobos",2,-11,306,AA,"General in Lilliput who prepared articles of impeachment against Gulliver in Jonathan Swift's novel ""Gulliver's Travels.""",
"Lind","Lind","Venus",25.8,50.2,355,AA,"Jenny; Swedish singer (1820-1887).",
"Linda","Linda","Moon",1.11,30.69,326.62,AA,"Spanish female name.",
"Linda","Linda","Venus",7.1,-12.4,2.8,AA,"Latin first name.",
"Lindbergh","Lindbergh","Moon",13.34,-5.41,52.9,AA,"Charles Augustus; American aviator (1902-1974).",
"Lindblad","Lindblad","Moon",59.37,70.03,260.78,AA,"Bertil; Swedish astronomer (1895-1965).",
"Lindblad F","Lindblad F","Moon",43.57,70.1,265.58,SF,"Bertil; Swedish astronomer (1895-1965).",
"Lindblad S","Lindblad S","Moon",25.76,69.45,254.28,SF,"Bertil; Swedish astronomer (1895-1965).",
"Lindblad Y","Lindblad Y","Moon",27.59,72.72,258.85,SF,"Bertil; Swedish astronomer (1895-1965).",
"Lindenau","Lindenau","Moon",53.08,-32.35,24.77,AA,"Bernhard von; German astronomer (1780-1854).",
"Lindenau D","Lindenau D","Moon",9.78,-30.44,24.93,SF,"Bernhard von; German astronomer (1780-1854).",
"Lindenau E","Lindenau E","Moon",7.36,-31.68,26.49,SF,"Bernhard von; German astronomer (1780-1854).",
"Lindenau F","Lindenau F","Moon",7.34,-32.5,26.36,SF,"Bernhard von; German astronomer (1780-1854).",
"Lindenau G","Lindenau G","Moon",9.44,-33.28,27.3,SF,"Bernhard von; German astronomer (1780-1854).",
"Lindenau H","Lindenau H","Moon",11.87,-31.37,26.28,SF,"Bernhard von; German astronomer (1780-1854).",
"Lindgren Patera","Lindgren Patera","Venus",110,28.1,241.4,PE,"Astrid; Swedish author (1907-2002).",
"Lindsay","Lindsay","Moon",32.23,-7,13.01,AA,"Eric M.; Irish astronomer (1907-1974).",
"LINEAR Regio","LINEAR Regio","Itokawa",0.12,-40,232,RE,"Lincoln Near Earth Asteroid Research program, discoverer of the asteroid Itokawa.",
"Lineta","Lineta","Venus",15.6,-5,354.1,AA,"Latvian first name.",
"Linné","Linne","Moon",2.23,27.75,11.8,AA,"Carl von; Swedish botanist (1707-1778).",
"Linné A","Linne A","Moon",4.15,28.98,14.37,SF,"Carl von; Swedish botanist (1707-1778).",
"Linné B","Linne B","Moon",5.35,30.54,14.17,SF,"Carl von; Swedish botanist (1707-1778).",
"Linné D","Linne D","Moon",4.28,28.73,17.11,SF,"Carl von; Swedish botanist (1707-1778).",
"Linné F","Linne F","Moon",4.94,32.34,13.95,SF,"Carl von; Swedish botanist (1707-1778).",
"Linné G","Linne G","Moon",4.21,35.9,13.3,SF,"Carl von; Swedish botanist (1707-1778).",
"Linné H","Linne H","Moon",3.38,33.77,13.77,SF,"Carl von; Swedish botanist (1707-1778).",
"Linpu","Linpu","Mars",18.16,18.14,113.21,AA,"Town in China (Chekiang).",
"Lins","Lins","Mars",6.17,15.76,330.2,AA,"Town in Brazil.",
"Liouville","Liouville","Moon",16.12,2.73,73.57,AA,"Joseph; French mathematician (1809-1882).",
"Lipany","Lipany","Mars",50.1,-0.22,79.67,AA,"Town in Slovakia.",
"Lipik","Lipik","Mars",48.95,-38.41,111.61,AA,"Town in Croatia.",
"Li Po","Li Po","Mercury",126,17.1,324.31,AA,"Chinese poet (701-762).",
"Lippershey","Lippershey","Moon",6.74,-25.96,349.62,AA,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey K","Lippershey K","Moon",2.22,-26.72,348.55,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey L","Lippershey L","Moon",2.58,-25.77,348.22,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey M","Lippershey M","Moon",1.84,-24.28,349.1,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey N","Lippershey N","Moon",2.65,-24.53,350.43,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey P","Lippershey P","Moon",1.91,-26.37,351.62,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey R","Lippershey R","Moon",4.18,-26.71,349.82,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippershey T","Lippershey T","Moon",4.93,-25.3,348.87,SF,"Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippmann","Lippmann","Moon",160.07,-55.43,245.68,AA,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann B","Lippmann B","Moon",29.02,-52.53,249.45,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann E","Lippmann E","Moon",22.7,-55.31,252.56,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann J","Lippmann J","Moon",17.88,-58.74,253.68,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann L","Lippmann L","Moon",57.13,-57.49,247.56,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann P","Lippmann P","Moon",30.3,-56.01,244.88,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann Q","Lippmann Q","Moon",21.4,-56.67,241.36,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lippmann R","Lippmann R","Moon",36.35,-57.05,238.48,SF,"Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lipskiy","Lipskiy","Moon",91.15,-2.15,180.62,AA,"Yurii Naumovich; Soviet selenographer (1909-1978).",
"Lipskiy S","Lipskiy S","Moon",24.19,-2.16,180.1,SF,"Yurii Naumovich; Soviet selenographer (1909-1978).",
"Lipskiy V","Lipskiy V","Moon",33.48,-1.29,178.75,SF,"Yurii Naumovich; Soviet selenographer (1909-1978).",
"Lipskiy X","Lipskiy X","Moon",21.36,0.42,178.83,SF,"Yurii Naumovich; Soviet selenographer (1909-1978).",
"Li Qingzhao","Li Qingzhao","Venus",22.8,23.7,94.6,AA,"Chinese essayist, scholar (1085-1151).",
"Liris Valles","Liris Valles","Mars",596.24,-10.5,58.25,VA,"Ancient name for modern Liri River, Italy.",
"Lisa","Lisa","Venus",4.5,29,182,AA,"Short form of Elizabeth, Hebrew first name.",
"Lisboa","Lisboa","Mars",1.17,21.24,312.41,AA,"Portuguese port.",
"Lisdoonvarna","Lisdoonvarna","Gaspra",0.4,16.5,1.9,AA,"Spa in Ireland.",
"Lismer","Lismer","Mercury",139.12,81.51,166.37,AA,"Arthur; Canadian painter (1885-1969).",
"Lismore","Lismore","Mars",9.34,27.04,318.35,AA,"Town in Ireland.",
"Liszt","Liszt","Mercury",79,-16.13,191.66,AA,"Franz; Hungarian piano virtuoso and composer (1811-1886).",
"Litke (Lütke)","Litke  Lutke ","Moon",38.18,-16.76,123.12,AA,"Fyodor Petrovich; Russian geographer (1797-1882).",
"Littleton","Littleton","Mars",7.35,15.7,107.14,AA,"Town in Maine, USA.",
"Little West","Little West","Moon",0.04,0.67,23.48,LF,"Astronaut named crater, Apollo 11 site.",
"Littrow","Littrow","Moon",28.52,21.5,31.39,AA,"Johann Josef von; Bohemian astronomer (1781-1840).",
"Littrow A","Littrow A","Moon",23.56,22.3,32.19,SF,"Johann Josef von; Bohemian astronomer (1781-1840).",
"Littrow D","Littrow D","Moon",7.76,23.7,32.81,SF,"Johann Josef von; Bohemian astronomer (1781-1840).",
"Littrow F","Littrow F","Moon",10.03,21.97,34.12,SF,"Johann Josef von; Bohemian astronomer (1781-1840).",
"Littrow P","Littrow P","Moon",36.1,23.2,32.88,SF,"Johann Josef von; Bohemian astronomer (1781-1840).",
"Liu Hsin","Liu Hsin","Mars",134.51,-53.2,188.45,AA,"Chinese astronomer (d. A.D. 22).",
"Liv","Liv","Venus",11.2,-21.1,303.9,AA,"Norwegian first name.",
"Livny","Livny","Mars",9.29,-27.16,330.88,AA,"Town in Russia.",
"Ljekio","Ljekio","Callisto",23.8,49.1,197.7,AA,"Finnish god of grass, roots of trees.",
"Llanesco","Llanesco","Mars",29.4,-28.18,258.89,AA,"Probably named for Llanes, a town in Spain.",
"Llew Patera","Llew Patera","Io",73.29,12.16,117.66,PE,"Celtic sun god.",
"Llorona Planitia","Llorona Planitia","Venus",2600,18,145,PL,"Mexican/Spanish folktale heroine.",
"Llyr","Llyr","Europa",1.1,-1.8,138.2,AA,"Celtic sea god.",
"Loan","Loan","Venus",7.4,28.3,60,AA,"Vietnamese first name.",
"Lob","Lob","Puck",0,0,0,AA,"British mischievous spirits.",
"Lobachevskiy","Lobachevskiy","Moon",87.26,9.76,113.07,AA,"Nikolay Ivanovich; Russian mathematician (1793-1856).",
"Lobachevskiy M","Lobachevskiy M","Moon",45.07,7.76,113.07,SF,"Nikolay Ivanovich; Russian mathematician (1793-1856).",
"Lobachevskiy P","Lobachevskiy P","Moon",22.63,7.49,111.65,SF,"Nikolay Ivanovich; Russian mathematician (1793-1856).",
"Lobo Vallis","Lobo Vallis","Mars",80,26.82,298.83,VA,"Modern river in Ivory Coast.",
"Locana","Locana","Mars",6.64,-3.39,321.91,AA,"Town in Italy.",
"Lociyo","Lociyo","Ceres",37.8,-6.53,228.83,AA,"Zapotec (Mexico) deity to whom a ceremony is performed when the first chili plant is cut.",
"Lockwood","Lockwood","Venus",22,-32.9,51.6,AA,"Belva; American lawyer, feminist (1830-1917).",
"Lockyer","Lockyer","Moon",35.08,-46.27,36.59,AA,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lockyer","Lockyer","Mars",71.35,27.84,160.51,AA,"Joseph N.; British astronomer (1836-1920).",
"Lockyer A","Lockyer A","Moon",9.64,-44.12,30.99,SF,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lockyer F","Lockyer F","Moon",19.85,-47.59,36.42,SF,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lockyer G","Lockyer G","Moon",24.02,-45.68,33.32,SF,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lockyer H","Lockyer H","Moon",31.75,-44.48,32.38,SF,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lockyer J","Lockyer J","Moon",11.89,-45.06,32.22,SF,"Sir Joseph Norman; British astrophysicist (1836-1920).",
"Locras Valles","Locras Valles","Mars",351.32,8.84,48.26,VA,"Ancient name for river on Corsica.",
"Lod","Lod","Mars",7.6,20.98,328.46,AA,"Town in Israel.",
"Lodurr","Lodurr","Callisto",72,-50.8,89.9,AA,"Norse; god who gave first humans goodly color.",
